Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-01-01,KR,Republic of Korea,WPRO,3828,639078,69,5694
2022-01-02,KR,Republic of Korea,WPRO,3124,642202,36,5730
2022-01-03,KR,Republic of Korea,WPRO,3023,645225,51,5781
2022-01-04,KR,Republic of Korea,WPRO,4441,649666,57,5838
2022-01-05,KR,Republic of Korea,WPRO,4125,653791,49,5887
2022-01-06,KR,Republic of Korea,WPRO,3714,657505,45,5932
2022-01-07,KR,Republic of Korea,WPRO,3510,661015,54,5986
2022-01-08,KR,Republic of Korea,WPRO,3368,664383,51,6037
2022-01-09,KR,Republic of Korea,WPRO,3003,667386,34,6071
2022-01-10,KR,Republic of Korea,WPRO,3094,670480,43,6114
2022-01-11,KR,Republic of Korea,WPRO,4383,674863,52,6166
2022-01-12,KR,Republic of Korea,WPRO,4161,679024,44,6210
2022-01-13,KR,Republic of Korea,WPRO,4542,683566,49,6259
2022-01-14,KR,Republic of Korea,WPRO,4414,687980,22,6281
2022-01-15,KR,Republic of Korea,WPRO,4193,692173,29,6310
2022-01-16,KR,Republic of Korea,WPRO,3857,696030,23,6333
2022-01-17,KR,Republic of Korea,WPRO,4067,700097,45,6378
2022-01-18,KR,Republic of Korea,WPRO,5803,705900,74,6452
2022-01-19,KR,Republic of Korea,WPRO,6600,712500,28,6480
2022-01-20,KR,Republic of Korea,WPRO,6769,719269,21,6501
2022-01-21,KR,Republic of Korea,WPRO,7003,726272,28,6529
2022-01-22,KR,Republic of Korea,WPRO,7628,733900,11,6540
2022-01-23,KR,Republic of Korea,WPRO,7508,741408,25,6565
2022-01-24,KR,Republic of Korea,WPRO,8563,749971,23,6588
2022-01-25,KR,Republic of Korea,WPRO,13008,762979,32,6620
2022-01-26,KR,Republic of Korea,WPRO,14507,777486,34,6654
2022-01-27,KR,Republic of Korea,WPRO,16096,793582,24,6678
2022-01-28,KR,Republic of Korea,WPRO,17523,811105,34,6712
2022-01-29,KR,Republic of Korea,WPRO,17519,828624,20,6732
2022-01-30,KR,Republic of Korea,WPRO,17075,845699,23,6755
2022-01-31,KR,Republic of Korea,WPRO,18341,864040,17,6772
2022-02-01,KR,Republic of Korea,WPRO,20267,884307,15,6787
2022-02-02,KR,Republic of Korea,WPRO,22906,907213,25,6812
2022-02-03,KR,Republic of Korea,WPRO,27437,934650,24,6836
2022-02-04,KR,Republic of Korea,WPRO,36347,970997,22,6858
2022-02-05,KR,Republic of Korea,WPRO,38680,1009677,15,6873
2022-02-06,KR,Republic of Korea,WPRO,35285,1044962,13,6886
2022-02-07,KR,Republic of Korea,WPRO,36710,1081672,36,6922
2022-02-08,KR,Republic of Korea,WPRO,49567,1131239,21,6943
2022-02-09,KR,Republic of Korea,WPRO,54122,1185361,20,6963
2022-02-10,KR,Republic of Korea,WPRO,53926,1239287,49,7012
2022-02-11,KR,Republic of Korea,WPRO,54912,1294199,33,7045
2022-02-12,KR,Republic of Korea,WPRO,56428,1350627,36,7081
