Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,FR,France,EURO,0,0,0,0
2020-01-04,FR,France,EURO,0,0,0,0
2020-01-05,FR,France,EURO,0,0,0,0
2020-01-06,FR,France,EURO,0,0,0,0
2020-01-07,FR,France,EURO,0,0,0,0
2020-01-08,FR,France,EURO,0,0,0,0
2020-01-09,FR,France,EURO,0,0,0,0
2020-01-10,FR,France,EURO,0,0,0,0
2020-01-11,FR,France,EURO,0,0,0,0
2020-01-12,FR,France,EURO,0,0,0,0
2020-01-13,FR,France,EURO,0,0,0,0
2020-01-14,FR,France,EURO,0,0,0,0
2020-01-15,FR,France,EURO,0,0,0,0
2020-01-16,FR,France,EURO,0,0,0,0
2020-01-17,FR,France,EURO,0,0,0,0
2020-01-18,FR,France,EURO,0,0,0,0
2020-01-19,FR,France,EURO,0,0,0,0
2020-01-20,FR,France,EURO,0,0,0,0
2020-01-21,FR,France,EURO,0,0,0,0
2020-01-22,FR,France,EURO,0,0,0,0
2020-01-23,FR,France,EURO,0,0,0,0
2020-01-24,FR,France,EURO,0,0,0,0
2020-01-25,FR,France,EURO,0,0,0,0
2020-01-26,FR,France,EURO,3,3,0,0
2020-01-27,FR,France,EURO,0,3,0,0
2020-01-28,FR,France,EURO,0,3,0,0
2020-01-29,FR,France,EURO,0,3,0,0
2020-01-30,FR,France,EURO,0,3,0,0
2020-01-31,FR,France,EURO,0,3,0,0
2020-02-01,FR,France,EURO,0,3,0,0
2020-02-02,FR,France,EURO,3,6,0,0
2020-02-03,FR,France,EURO,0,6,0,0
2020-02-04,FR,France,EURO,0,6,0,0
2020-02-05,FR,France,EURO,0,6,0,0
2020-02-06,FR,France,EURO,0,6,0,0
2020-02-07,FR,France,EURO,0,6,0,0
2020-02-08,FR,France,EURO,0,6,0,0
2020-02-09,FR,France,EURO,6,12,0,0
2020-02-10,FR,France,EURO,0,12,0,0
2020-02-11,FR,France,EURO,0,12,0,0
2020-02-12,FR,France,EURO,0,12,0,0
2020-02-13,FR,France,EURO,0,12,0,0
2020-02-14,FR,France,EURO,0,12,0,0
2020-02-15,FR,France,EURO,0,12,0,0
2020-02-16,FR,France,EURO,0,12,0,0
2020-02-17,FR,France,EURO,0,12,0,0
2020-02-18,FR,France,EURO,0,12,0,0
2020-02-19,FR,France,EURO,0,12,0,0
2020-02-20,FR,France,EURO,0,12,0,0
2020-02-21,FR,France,EURO,0,12,0,0
2020-02-22,FR,France,EURO,0,12,0,0
2020-02-23,FR,France,EURO,4,16,0,0
2020-02-24,FR,France,EURO,0,16,0,0
2020-02-25,FR,France,EURO,0,16,0,0
2020-02-26,FR,France,EURO,0,16,0,0
2020-02-27,FR,France,EURO,0,16,0,0
2020-02-28,FR,France,EURO,0,16,0,0
2020-02-29,FR,France,EURO,0,16,0,0
